,created_at,tweet,lang,favourites_count,retweet_count,verified,polarity,Emotion
31,2020-04-16T23:11:19Z,The second wave has arrived and the shining example is no longer such # Covid19 #Cironavirus BBC News - Coronavirus lockdown: Lessons from Hokkaido's second wave of infections,it,1122833,1,False,Positive,Fear
32,2020-04-16T23:13:56Z,Yeah ... # heparin # covid19 # coronavirus,und,1122833,0,False,Positive,Fear
33,2020-04-16T23:23:34Z,Reading Nature the rest is a propaganda battle between Washington and Beijing already documented with mutual accusations ## Covid19 #Coronavirus BBC News - Coronavirus: Trump says 'we'll see' about Wuhan lab claims,it,1122833,0,False,Positive,Fear
34,2020-04-16T23:26:54Z,There is no evidence and instead a study of #Nature with a lot of weighty bibliography on the # Covid19 #Coronavirus BBC News - Coronavirus: Is there any evidence for lab release theory?,it,1122833,0,False,Positive,Joy
35,2020-04-16T23:29:46Z,China has its net respectability many recent pandemics start from there but western leaders also have responsibility for it # Covid19 BBC News - #Coronavirus: Macron questions China's handling of outbreak,it,1122833,0,False,Positive,Fear
36,2020-04-16T23:32:48Z,Ideological dismissal and consequences to be measured BBC News - # Covid19 #Coronavirus: Bolsonaro fires health minister over pandemic response,it,1122833,3,False,Positive,Joy
37,2020-04-16T23:34:12Z,Even in #Singapore the numbers rise and many certainties evaporate # Covid19 #Coronavirus,it,1122833,1,False,Positive,Fear
38,2020-04-16T23:44:24Z,All that glitters is not gold # Covid19 #Coronavirus When Your Stimulus Check Isn't What You Expected,it,1122833,0,False,Positive,Surprise
39,2020-04-16T23:46:57Z,Stages announced but no chronoprigram # covid19 #Coronavirus,it,1122833,0,False,Positive,Fear
40,2020-04-16T23:48:18Z,Protests against the proposed maturity model # covid19 #coronavirus,it,1122833,0,False,Positive,Fear
41,2020-04-16T12:44:33Z,In 1918 there were certainly no laboratories ... # covid19 #coronavirus,it,1122681,0,False,Positive,Fear
42,2020-04-16T12:46:48Z,"Good apologies but now consequent acts # covid19 #Coronavirus, Von der Leyen: ""The EU must apologize to Italy"". Di Maio: ""Act of truth""",it,1122681,0,False,Positive,Fear
43,2020-04-16T12:54:06Z,"Slowly something moves in every sense ... # covid19 #coronavirus Buses, trains, subways. Here is how transport will start again in phase 2. We focus on an app…",it,1122681,1,False,Positive,Joy
44,2020-04-16T16:45:23Z,"The data that continues to be more important is the decline in patients who are in intensive care, even if the number of deaths is still too high # covid19 #coronavirus",it,1122676,2,False,Positive,Fear
45,2020-04-16T16:57:46Z,"First close everyone and attack the government because it is too soft, now reopen everything and attack the government which is too rigid ... # covid19 #coronavirus # covid19italia #coronavirus",it,1122676,0,False,Positive,Fear
46,2020-04-16T17:00:59Z,"Too many these proposals are thrown in the air without being official proposals on sensitive subjects. It would be better to agree them and not confuse the families who are already nervous about them # covid19 #coronavirus
 ·",it,1122676,0,False,Positive,Surprise
47,2020-04-16T17:01:36Z,"#covid 19 #coronavirus
 ·",und,1122676,0,False,Positive,Fear
48,2020-04-16T17:31:36Z,The data of the analysts more or less coincide and as the experts also said the peaks are different region by region # covid19 #coronavirus,it,1122664,0,False,Positive,Joy
49,2020-04-16T17:51:57Z,"In full negotiation and in the absence of a signature, the reason for a vote is not understood, it is another matter to report continuously to parliament # covid19 #coronavirus",it,1122664,0,False,Positive,Fear
50,2020-04-16T17:57:13Z,We'll see if these things will occur or not # covid19 #coronavirus The breach in the Berlin Wall and the new strong man,it,1122664,0,False,Positive,Fear
51,2020-04-16T18:05:58Z,"In truth, the acts of parliament say more and also on the text ... then on the crash we will see. We are certainly the only country to do this type of maneuver in full crisis and this says a lot ... # covid19 #coronavirus On Mes Conte it is likely to crash",it,1122664,0,False,Positive,Fear
52,2020-04-16T18:08:22Z,"Close everything, reopen everything ,, close everything, reopen everything # covid19 #coronavirus",it,1122664,0,False,Positive,Fear
53,2020-04-16T18:15:32Z,They are the same methodological problems raised in #Italia and in the world by many statitics and that I too have documented several times. I don't know where the news is and even Gismondo's statements are questionable # covid19 #coronavirus,it,1122664,0,False,Positive,Fear
54,2020-04-16T18:41:36Z,Obviously take # covid19 #coronavirus,it,1122664,0,False,Positive,Fear
55,2020-04-16T18:44:33Z,"Where the business escapes me, the arrivals are all independent except for this. The Senator should worry about the serious instigation from which they flee, but does not bring votes # covid19 #coronavirus ..",it,1122664,0,False,Positive,Fear
56,2020-04-16T07:32:39Z,Testimonials that still hurt # covid19 #coronavirus #agorarai,it,1122529,4,False,Positive,Fear
57,2020-04-16T08:04:29Z,Excellent idea # covid19 #coronavirus #agorarai,it,1122529,0,False,Positive,Surprise
58,2020-04-16T10:07:05Z,A deep mourning for all those who love great literature and great stories. #Sepulveda #Chile # covid19 #coronavirus,it,1122528,2,False,Positive,Fear
59,2020-04-16T10:19:04Z,"# covid19 #Coronavirus ""The sound of Silence"". Flying over the deserted beauty of Verona in a breathtaking video",it,1122528,5,False,Positive,Fear
60,2020-04-16T10:35:29Z,"Numeri in leggero rialzo nella mortalità #Spagna # covid19 #coronavirus Latest news from coronavirus, live | The death toll rises again to 551 deaths in 24 hours",es,1122528,0,False,Positive,Joy
61,2020-04-16T10:40:08Z,"Conteggio al rialzo # covid19 #coronavirus Catalonia changes the way of counting cases and brings out 3,242 more deaths with coronavirus",es,1122528,0,False,Positive,Joy
62,2020-04-16T10:48:50Z,Investigate as always to the end # covid19 #coronavirus # covid19italia #coronavirusitalia,it,1122528,0,False,Positive,Fear
63,2020-04-16T10:52:05Z,Evidently #Porro does not read news agencies or his newspaper. There are investigations open throughout Italy also in the world (tweet follows) # covid19 #coronavirus # covid19italia #coronavirusitalia Investigations and investigations only on Lombardy,it,1122528,0,False,Positive,Joy
64,2020-04-16T10:54:25Z,"Yet #Porro who is a good journalist, he could read here, it was not so difficult to find that the investigations are open throughout #Italy # covid19 # covid19italia #coronavirusitalia #Coronavirus, map of the massacres in the Rsa",it,1122528,0,False,Positive,Fear
65,2020-04-16T10:58:17Z,The conditions of RSA In Italy and in the world are quite questionable as can be easily found # covid19 #coronavirus,it,1122528,0,False,Positive,Fear
66,2020-04-16T11:00:12Z,"It would be better to stay calm and carry out investigations as, on the other hand, matches throughout Italy and avoid any political speculation on one side and on the other # covid19 #coronavirus",it,1122528,1,False,Positive,Joy
67,2020-04-16T11:02:15Z,"Certainly no worse than those of other celebrated world leaders dear to the author, but on those I see plenary indulgence # covid19 #coronavirus, those 3 Count errors",it,1122528,0,False,Positive,Joy
68,2020-04-16T11:03:05Z,Unconventional and welcome words # covid19 #coronavirus,it,1122528,0,False,Positive,Fear
69,2020-04-16T11:05:50Z,"In no other country do you work to raise the prime minister more than to solve the crisis, read the foreign media, not even in #Spain # covid19 #coronavirus Economy, Colle and Mes: that's why Conte could jump",it,1122528,0,False,Positive,Fear
70,2020-04-16T11:06:35Z,Different interpretations # covid19 #coronavirus Le Maire stings the Netherlands over the application of the Mes,it,1122528,0,False,Positive,Fear
71,2020-04-16T11:12:02Z,"When we talked about social distancing for migrants and prisoners, this newspaper defined who proposed it as a goodist ... end of story # covid19",it,1122527,0,False,Positive,Fear
72,2020-04-16T11:14:28Z,"If it seems human to you ... It would be enough to tranship them on an equipped ship or in places predisposed on land, certainly social distancing is impossible here # covid19 #coronavirus",it,1122527,0,False,Positive,Fear
73,2020-04-16T11:16:03Z,They are interesting hypotheses but for the moment all to be verified # covid19 #coronavirus,it,1122527,0,False,Positive,Fear
74,2020-04-16T11:18:00Z,If everyone believes to do it for themselves ... It takes a unified worldwide response to the Pandemic that has not ended in fact ... # covid19 #coronavirus The risk of global riots is growing,it,1122527,4,False,Positive,Fear
75,2020-04-16T11:20:57Z,"And it seemed to you that Bill Gates did not pop up, in reality they pay 198 countries. there are obvious flaws but certainly the US health has not done a great job of prevention # covid19 #coronavirus Here is how the WHO is financed",it,1122527,4,False,Positive,Fear
76,2020-04-16T11:58:01Z,"That a man like Guido Olimpio endorses this notorious hoax, does it say a lot about virulence this is artificially unleashed between Washington and Beijing # covid19 THE VIRUS? IN THE UNITED STATES THE ACCIDENT'S HYPOTHESIS IS BACK IN A LABORATORY IN WUHAN",it,1122527,0,False,Positive,Joy
77,2020-04-16T11:59:58Z,"The situation as shown in the article is much more fluid than you think # covid19 #coronavirus ROME-MADRID-BERLIN, ONE WAY - BECAUSE THE YIELD ON ITALIAN BTPS IS DOUBLE THAN SPANISH",it,1122527,0,False,Positive,Fear
78,2020-04-16T12:05:22Z,"Italy is a wonderful country, how do we assemble and dismantle conspiracies nobody in the world, too bad it doesn't produce an ounce of PIL # covid19 #coronavirus COLAO IS THE NEW MONTI? SALLUSTI: THIS MOMENT REMINDS ME 2011. I KNOW THAT COLAO COULD ...",it,1122527,1,False,Positive,Sadness
79,2020-04-16T12:10:45Z,Like the Theodore Roosevelt cruise ships etc ... but here a few controversies mostly reserved for migrants ... # covid19 #coronavirus TO BE CARRIED NUCLEAR VIRAL BOMB: ON THE `` CHARLES DE GAULLE '' 668 POSITIVE ON 2100 MEMBERS,it,1122527,0,False,Positive,Fear
80,2020-04-16T12:30:13Z,"Just to clarify # covid19 #coronavirus Nature, coronavirus was not born in the laboratory, natural origin - Biotech -",it,1122527,0,False,Positive,Fear
81,2020-04-16T12:24:56Z,"The United States reports more than 2,500 deaths in 24 hours due to # Covid_19",es,1029204,4,False,Positive,Sadness
82,2020-04-16T08:18:47Z,"The first person to die from #coronavirus, as everyone knows, was Ada Colau. That she later rose from the equidistant of Arimathea to be able to become the mother of God when she was a child.",ca,866021,1,False,Positive,Surprise
83,2020-04-16T17:32:45Z,"Viral disease # Covid_19 has made Muslims goats instead of Jews in India

This is a clear indication of how anti-Semitism and Islamophobia remain unbreakable
- @cjwerleman
#RahulSpeaksForIndia",hi,863522,27,False,Positive,Joy
84,2020-04-16T17:31:42Z,"Survey of over 11,000 migrant workers stranded across the country:
96% of the workers did not get ration from the government
* 70% did not receive any cooked food
* 89% were not paid by their employers during the lockdown
# COVID19
#RahulSpeaksForIndia",hi,863429,27,False,Positive,Surprise
85,2020-04-16T04:07:34Z,"I wish Kishore Kumar @ Niteshkumar would have loved the people without seeing the solution.
# Lokdun2
#Kaveed19",in,863012,2,False,Positive,Sadness
86,2020-04-16T07:56:46Z,"""Whoever sleeps, I should suffer.""
Hungry people give food, they will reach Parwan. ""
#ThursdayMotivation
# Covid_19",hi,833399,8,False,Positive,Fear
87,2020-04-16T04:24:29Z,"﷽

O Lord of Glory!
O Allah!
O Merciful!
O Rehman!
O our Creator and Master!
We are great sinners
Forgive us
Do not put us to the test, have mercy on us

# Covid_19",ur,821685,3,False,Positive,Joy
88,2020-04-16T04:43:17Z,"It rained a lot
Then the weather shines
Then people congratulate
Then the places of prostration glow

What about forgotten humans?
Let's cry
Forgive the mistakes now
# Covid_19",ur,821685,2,False,Positive,Sadness
89,2020-04-16T01:28:18Z,@marthabtz We ask you Lord for the people who are being affected by # Covid_19,es,792095,8,False,Positive,Fear
90,2020-04-16T07:18:17Z,Update: Declaration of emergency Adjust to expand target area #Coronavirus,ja,788296,0,False,Positive,Fear
91,2020-04-16T07:51:06Z,Update: 149 new infections confirmed in Tokyo #Coronavirus,ja,788296,0,False,Positive,Fear
92,2020-04-16T09:00:03Z,Update: Government's policy of expanding emergency coverage to all prefectures #Coronavirus,ja,788296,0,False,Positive,Fear
93,2020-04-16T09:15:05Z,"Update: Prime Minister Abe's ""100,000 yen uniform benefits"" NHK report #Coronavirus reporting to President Yoshiaki Yamaguchi",ja,788296,0,False,Positive,Fear
94,2020-04-16T12:30:29Z,Update: Declaration of emergency situation Expand to all prefectures Prime Minister Abe announces deadline until May 6 #Coronavirus,ja,788296,0,False,Positive,Surprise
95,2020-04-16T22:15:37Z,"Nicolás Maduro has just announced that in Guarenas there are 4 cases of positive ""Cuban collaborators"" for # Covid_19 in Venezuela who were in charge of visiting clueless houses ... How many people could they infect in the middle of the visits? Irresponsible.",es,781784,29,False,Positive,Joy
96,2020-04-16T23:21:35Z,"The ""Health Sector Support Program"" announced today by President @jguaido seems to me the best possible response that the interim Government gives to the # Covid_19 crisis.

Today a doctor earns $ 2 and a $ 100 grant is a great relief to them. Congratulations on this, excellent.",es,781784,60,False,Positive,Joy
97,2020-04-16T22:37:21Z,"#Covid_19 
#TrumpTryingToKillUs",und,747333,5,False,Positive,Fear
98,2020-04-16T14:21:09Z,"😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳
#WhereAreTheTests 
#COVID19",und,747290,5,False,Positive,Joy
99,2020-04-16T18:46:18Z,"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂

#WhereAreTheTests 
#TrumpTryingToKillUs 
#COVID19",und,747287,0,False,Positive,Sadness
100,2020-04-16T15:53:18Z,"Schwierige Zeiten #COVID19 
Aber wir kommen da raus....&lt;3
#AbstandHalten 💕🐞🍀😉",de,728754,2,False,Positive,Fear
101,2020-04-16T16:29:28Z,"Früher schrieben wir über Sex, Bier oder Trolle.
Heute tweeten wir über Politik, Idioten und #COVID19 
Wie sich die Zeiten ändern. &lt;3 😉💕🍀",de,728754,0,False,Positive,Joy
102,2020-04-16T19:44:05Z,"Frust ist mir genauso suspekt wie #COVID19 
Punkt. &lt;3 😨",de,728754,0,False,Positive,Fear
103,2020-04-16T16:02:34Z,"Natürlich ist Deutschland stark und diszipliniert. #coronavirus 
Wegen uns und unserer Politik. 
#Soeder4Kanzler 
So geht's. &lt;3 👍😉💕🍀",de,728577,0,False,Positive,Joy
104,2020-04-16T22:03:39Z,for an hour I forgot the #coronavirus and it was wonderful!,it,712246,0,False,Positive,Surprise
105,2020-04-16T21:42:19Z,"doc andrea finds a vaccine for # covid19
#DocNelleTueMani",it,712074,0,False,Positive,Surprise
106,2020-04-16T22:04:01Z,Unpleasant surprises from # Covid_19,fr,711837,0,False,Positive,Surprise
107,2020-04-16T10:14:22Z,"So remember the term quick count vs. real count
# covid19",in,649051,5,False,Positive,Joy
108,2020-04-16T14:59:24Z,"@PieraBelfanti We are 32 of 33
as efficiency # COVID19",it,642213,1,False,Positive,Fear
109,2020-04-16T15:53:58Z,"@LaPrimaManina @FrancescoCoccoT So much what changed?
Security decrees there
Past prescription
Past parliamentarians cut
Interceptions as well.
Quote 100 left
Mes no
Speranza and De Micheli have signed port closings
Rai still in the hands of Foa etc.
All quiet on Parisi
There is only worse than that
#COVID-19
😱",it,642200,4,False,Positive,Fear
110,2020-04-16T04:35:08Z,"This summer is going to be catastrophic, between bars and testos closed until mid-July, cinemas, swimming pools closed, borders closed ... we don't even know if we can go on vacation ...
#Coronavirus",fr,640129,1,False,Positive,Joy
111,2020-04-16T18:13:38Z,"#Facebook is canceling all gatherings of more than 50 people that it had planned until June 2021 because of the #coronavirus.
(Mark #Zuckerberg on Facebook)",fr,640122,0,False,Positive,Joy
112,2020-04-16T18:23:13Z,"#Coronavirus - France - 04/16/20:

= 165,027 cases (Hop 108,847 + 56,180 EHPAD)
= 17,920 deaths (including 6,860 deaths in nursing homes)
= 6,248 cases in intensive care

+ 17,164 cases in 24 hours (15.04.20)
+ 753 deaths in 24 hours (15.04.20)
- 209 cases in intensive care in 24 hours (15.04.20)

# Covid_19 #CoronavirusFrance",fr,640122,2,False,Positive,Joy
113,2020-04-16T00:34:31Z,"# Covid_19
the #kahvekeyf
... I drink sugar
... bon appetit everyone
😊😊😊☕☕☕☕☕",tr,633937,2,False,Positive,Surprise
114,2020-04-16T11:53:52Z,"Life goes on
... In one way or another
.. Like a dry leaf that you call life
.. you exist today there is no tomorrow
.. #CoronavirusPandemic
.. #HomeLife
#Evdekalturki to ..",tr,633919,8,False,Positive,Joy
115,2020-04-16T16:00:23Z,"Trt 1 I watched the persecution and those who watched the cinema at that time certainly cried 🙋‍♂️
Türkan Şoray
Murat Soydan
Eagle Tibet
# Covid_19 #At HomeStay",tr,631631,0,False,Positive,Fear
116,2020-04-16T12:19:58Z,"haath dho dho kar kahin shadi ki lakeer na mita bethna.😅👽

# Covid_19",hi,605946,1,False,Positive,Fear
117,2020-04-16T20:22:59Z,#TestTraceIsolate,und,599368,0,False,Positive,Joy
118,2020-04-16T21:58:54Z,"@PetalsTm @Silviadomi22G @otrogoga60 @virgyane @Chrissyhowell16 @Edward733 @LevykinV @WALLI27 @heroldbarton @marinavibu609g @khanhakim_k @DidiPraveen @PatGrant7777 @nancy_dills @Alexa17101614 @HumbleIndian @vickiemoore07 @tadayokun @monicasloves @ersu1880 @djtroops @RosaNegra_08 @gourley_jason @jet_new @prado_yaiza @ZEYNAZERDA @mr_khaleeque @ivymarina1 @J5rson @TaposKumarBasu @ynfqn318 @veronicamadel @Hirokilove12287 @cristina_lledo @behna31152 @LudMarx1 @ranasilvia63 @luzma04042407 @harrisk1111 @shahnaqi84 @KatanaHugo @sitaravirgo @Kasione8 #StayHomeStaySafe ❤🕊

#PRINCESSE ❤🕊",und,582604,3,False,Positive,Fear
119,2020-04-16T00:00:37Z,#coronavirus,und,579745,0,False,Positive,Fear
120,2020-04-16T04:03:30Z,#coronavirus,und,579745,1,False,Positive,Fear
121,2020-04-16T04:07:06Z,#coronavirus ignorance,fr,579745,0,False,Positive,Fear
122,2020-04-16T19:17:57Z,@Ed_vom_Knopf I will test this after # Covid_19 #coronavirus 😊,de,571220,1,False,Positive,Surprise
123,2020-04-16T17:23:12Z,"It's my uncle's birthday today. He turned 63. Fortunately, he uses WhatsApp.
My mother's birthday is tomorrow. She turns 81. Fortunately, she uses WhatsApp. # Covid_19 #coronavirus",de,570531,0,False,Positive,Surprise
124,2020-04-16T18:41:53Z,The woman washed fabric for the masks at 60 ° C. Tomorrow she starts sewing. # Covid_19 #coronavirus,de,570531,0,False,Positive,Fear
125,2020-04-16T15:17:04Z,😔 #COVID19 #data,und,570168,7,False,Positive,Fear
126,2020-04-16T17:50:05Z,#ThrowbackThursday #TBT #Polio @IrmaRaste @eViRaHealth @JimHarris #VaccinesWork #vaccines  #COVID19,und,570168,12,False,Positive,Fear
127,2020-04-16T04:20:12Z,"#GodMorningThursday
# Covid_19
Name should be preached for self welfare
Happiness comes from the sun
In today's era, the perfect Guru is #Santarampalji
All the saints are fake
See spiritual knowledge discussion for identification
Sant Rampalji Maharaj Vs. All Religion Gurus",hi,566827,8,False,Positive,Joy
128,2020-04-16T19:20:16Z,"Now think seriously about licking people in public transport until I finally get infected with # COVID19 so that I can do it!
Can hardly stand this wait!
And I won't be allowed to work again without an infection.",de,565506,0,False,Positive,Joy
129,2020-04-16T20:39:50Z,"Be happy about your home office!
Many other people became unemployed through # Covid_19 or are now living at the lowest limit due to short-time work!",de,565506,1,False,Positive,Joy
130,2020-04-16T10:14:21Z,#FactsMatter #coronavirus #StrongerTogether #COVID19,und,555779,0,False,Positive,Fear
131,2020-04-16T10:48:59Z,via @UN_Spokesperson #COVID19,und,555779,0,False,Positive,Fear
132,2020-04-16T10:50:06Z,via @UN_Spokesperson #COVID19,und,555779,0,False,Positive,Fear
133,2020-04-16T11:07:08Z,"via @GlobalGoalsUN 
#HeForSheAtHome #COVID19",und,555779,0,False,Positive,Joy
134,2020-04-16T19:13:29Z,#HFRresort - The World loves chocolate. A Portuguese gastronomist took months to understand why,pt,527380,4,False,Positive,Joy
135,2020-04-16T19:49:12Z,#HFRresort - #Estremoz highlighted in the contest of the 7 Wonders of #Portugal 2020,pt,527380,4,False,Positive,Joy
136,2020-04-16T19:52:08Z,#HFRresort - OLARIA PEDRADA DE #NISA RECEIVES NAMED STAMP TO THE 7 WONDERS OF POPULAR CULTURE,pt,527380,4,False,Positive,Disgust
137,2020-04-16T19:59:21Z,#HFRresort - Discórdia wines are Mértola in a bottle: different from other Alentejo wines,pt,527380,4,False,Positive,Surprise
138,2020-04-16T20:17:14Z,"#HFRresort - #Sines, the beautiful city on the Alentejo coast where #VascoDaGama is a star",pt,527380,4,False,Positive,Joy
139,2020-04-16T07:13:02Z,"#HFRresort - The #Alentejo, the oasis in the middle of the pandemic",es,527377,4,False,Positive,Surprise
140,2020-04-16T07:14:44Z,#HFRresort - The Spanish fury,es,527377,3,False,Positive,Joy
141,2020-04-16T07:15:45Z,#HFRresort - Campomayor will organize its flower festival from August 29,es,527377,2,False,Positive,Surprise
142,2020-04-16T07:17:38Z,"#HFRresort - The Portuguese #Alentejo, historical region full of traditions and customs",es,527377,3,False,Positive,Joy
143,2020-04-16T08:03:58Z,#HFRRresort - #Longchamp opens online store in #Portugal,pt,527377,5,False,Positive,Joy
144,2020-04-16T08:06:01Z,#HFRresort - # COVID19 - African cloth masks and headdresses only 100% cotton,pt,527377,5,False,Positive,Fear
145,2020-04-16T08:08:57Z,#HFRresort - Claus Porto launches cologne created by perfumer #LynHarris,pt,527377,6,False,Positive,Surprise
146,2020-04-16T08:11:44Z,#HFRresort - Eau de Cologne N1: Vetiver,pt,527377,4,False,Positive,Joy
147,2020-04-16T08:20:54Z,#HFRresort - #Louboutin materializes love for #Portugal,es,527377,4,False,Positive,Joy
148,2020-04-16T08:22:05Z,#HFRresort - Christian #Louboutin introduces the Portugaba,es,527377,4,False,Positive,Joy
149,2020-04-16T08:25:34Z,"#HFRresort - The New Pastry Shop: Sara Soares, the pioneer of high vegan pastry",pt,527377,5,False,Positive,Joy
150,2020-04-16T14:37:12Z,#HFRresort - Proposed classification of the Medieval Palace of #Avis - Elvas Lines,pt,527376,1,False,Positive,Fear
151,2020-04-16T17:16:44Z,#HFRresort - The food of your royal highness,pt,527376,0,False,Positive,Surprise
152,2020-04-16T17:19:01Z,#HFRresort - Discover four museums that tell the story of # bread around the world,pt,527376,0,False,Positive,Joy
153,2020-04-16T17:24:54Z,#HFrresort - THE FRIENDS OF #PENICHE: A SWEET SCREEN WITH HISTORY,pt,527376,0,False,Positive,Joy
154,2020-04-16T17:26:57Z,#HFRresort - THE BEST BOOKS OF # PORTUGUESE KITCHEN EVER,pt,527376,1,False,Positive,Joy
155,2020-04-16T17:28:58Z,"#HFRresort - ""#Portugal deserved some 100 starred restaurants. From what I saw, I can guarantee you"": Five lessons from # FerranAdrià in #Lisboa",pt,527376,0,False,Positive,Fear
